DAUID,year,instability,deprivation,dependency,ethnic_concentration,omi_composite,patient_volume,source
35010155,2019,-0.10193231122000002,-0.10869266835599999,0.2110407368,-1.2986405464,-0.324556197294,0.0,synthetic
35010156,2019,-0.10812354311539998,0.01705572325799999,0.42916249778,-1.2589073622,-0.23020317106935,0.0,synthetic
35010157,2019,-0.30165972472200003,-0.291988856728,-0.19467474778,-1.2027980538,-0.4977803457575,0.0,synthetic
35010158,2019,-0.36469855034,0.44269349268,0.14555353508,-1.2710262111200001,-0.261869433425,0.0,synthetic
35010159,2019,-0.57940204228,-0.007106554022,0.5647545933,-1.0275039944,-0.2623144993505,0.0,synthetic
35010160,2019,-0.4759499416,-0.30524935766,0.162089240276,-0.8506705045999999,-0.367445140896,0.0,synthetic
35010161,2019,-0.54228495028,0.07718567458239999,0.45504676621999995,-1.18923501468,-0.2998218810394,0.0,synthetic
35010162,2019,0.122977170392,-0.12728775164,1.6000612628,-0.90270672188,0.17326098991799999,0.0,synthetic
35010163,2019,-0.28978237282,-0.44677419399999996,0.37911876684,-1.124651221,-0.370522255245,1.0,synthetic
35010164,2019,-0.7811514427999999,-0.55929215428,0.32926997146199993,-1.313305363,-0.5811197471545,0.0,synthetic
35010165,2019,-0.24775371252,-0.08971137735799999,0.30598080184,-1.14709635668,-0.2946451611795,0.0,synthetic
35010166,2019,-0.70140209614,-0.34934781703999995,0.142293543202,-0.8538645421,-0.4405802280195,0.0,synthetic
35010167,2019,-0.72935769244,-0.19359470688000002,0.37639726464,-1.1149219576,-0.41536927307000004,0.0,synthetic
35010168,2019,-0.8933721397600001,-0.83527169946,-0.33122172156,-0.68921415704,-0.687269929455,0.0,synthetic
35010169,2019,-0.59055358348,-0.72931154694,-0.38842885634,-0.63372447802,-0.5855046161949999,0.0,synthetic
35010170,2019,-0.67890631906,-0.43967943794,0.005426783478000005,-0.85273979312,-0.4914746916605,0.0,synthetic
35010171,2019,-0.63900346456,-0.12910264342,0.4737789779,-0.8838657954,-0.29454823136999997,0.0,synthetic
35010172,2019,-0.62318151018,-0.46875158506,-0.20800597334,-0.64112106766,-0.48526503406,0.0,synthetic
