DAUID,year,instability,deprivation,dependency,ethnic_concentration,omi_composite,patient_volume,source
35010155,2020,0.02315332844000001,-0.162590256878,0.2054412067,-1.3105196842,-0.3111288514845,0.0,synthetic
35010156,2020,-0.05766964718719997,0.040401732654,0.33782193763999996,-1.3024418366000001,-0.24547195337330002,0.0,synthetic
35010157,2020,-0.141593445996,-0.38014110891400005,-0.23387119429000003,-1.2403753824,-0.4989952829,0.0,synthetic
35010158,2020,-0.34529719652,0.38350586243999996,0.13776299224,-1.40535816506,-0.307346626725,0.0,synthetic
35010159,2020,-0.58053007254,0.002835245893999999,0.5799457194000001,-1.0981780782000001,-0.2739817963615,0.0,synthetic
35010160,2020,-0.4688988963,-0.33040563608,0.22737502293800005,-0.8473967371,-0.3548315616355,0.0,synthetic
35010161,2020,-0.50791960914,0.1020711388912,0.55302163536,-1.28895257234,-0.2854448518072,0.0,synthetic
35010162,2020,0.15918710764600003,-0.25678778392000007,1.5152152644,-0.84682708384,0.1426968760715,1.0,synthetic
35010163,2020,-0.24955905605999998,-0.5344461551,0.37994011782,-1.103505596,-0.376892672335,0.0,synthetic
35010164,2020,-0.8078795908999999,-0.6793037283400001,0.2142670161159999,-1.348066016,-0.6552455797810001,0.0,synthetic
35010165,2020,-0.14897041835999997,-0.056246436543999995,0.27799164832,-1.26112657934,-0.29708794648099995,0.0,synthetic
35010166,2020,-0.64633332972,-0.42413821541999996,0.120290585636,-0.8286130025,-0.44469849050099997,0.0,synthetic
35010167,2020,-0.74299662862,-0.15594189604,0.34839691882,-1.1779066178000002,-0.43211205591,0.0,synthetic
35010168,2020,-0.91405481458,-0.90209588058,-0.34017355728,-0.75941677412,-0.72893525664,0.0,synthetic
35010169,2020,-0.54013770954,-0.8540006222200001,-0.43427189282,-0.6169320673600001,-0.6113355729850001,0.0,synthetic
35010170,2020,-0.67826870158,-0.41579436102,0.04091920270400003,-0.92249268646,-0.49390913658900004,0.0,synthetic
35010171,2020,-0.6100392030799999,-0.12645230406,0.5078374564,-0.8966135328,-0.281316895885,0.0,synthetic
35010172,2020,-0.6408120173399999,-0.47200583368,-0.16763306342,-0.60545283628,-0.47147593768,0.0,synthetic
35010173,2020,-0.26730815877999997,-1.0345225934,0.51801950018,-0.98838448444,-0.44304893411,0.0,synthetic
35010174,2020,,,,,,0.0,synthetic
35010175,2020,,,,,,0.0,synthetic
35010176,2020,,,,,,0.0,synthetic
35010177,2020,,,,,,0.0,synthetic
35010178,2020,,,,,,0.0,synthetic
35010179,2020,-0.54192942674,-1.2561956872,0.49564024938000006,-0.44766854048,-0.43753835125999996,0.0,synthetic
35010180,2020,0.29971728080000004,-0.22810391326800003,1.2460909342,-0.33498287756,0.245680356043,0.0,synthetic
35010181,2020,-0.58391681334,0.61100227876,-0.029485403380000053,-0.28150346832,-0.07097585157000001,0.0,synthetic
35010182,2020,-0.5910311862400001,0.09898800520000006,1.606253524,-0.7081960252199999,0.10150357943499999,0.0,synthetic
35010183,2020,-0.51961755276,2.7791773134,-0.9116932507000002,0.61149673184,0.489840810445,0.0,synthetic
35010184,2020,-0.19626680032,-0.5219743392,1.2223520375999999,-1.229780456,-0.18141738948000005,0.0,synthetic
35010185,2020,1.081511028,0.92944764242,2.4211955786,-0.53052611714,0.97540703297,0.0,synthetic
35010186,2020,0.55518166658,0.5414233277,0.74889986686,-0.6703094888,0.29379884308500004,0.0,synthetic
35010187,2020,1.2507700592,1.664147753,0.49338250959999996,-0.8650066535600001,0.6358234170599999,0.0,synthetic
